word,frequency
ipinakita,33
ipinakitang,2
ipinalabas,21
ipinalagay,5
ipinalalabas,2
ipinalalaki,1
ipinalaro,1
ipinalipad,1
ipinaliwanag,15
ipinamahagi,1
ipinamalas,1
ipinamamanhik,2
ipinamanhik,2
ipinamimigay,1
ipinanalo,1
ipinangako,3
ipinangakong,1
ipinangalan,2
ipinanganak,31
ipinangangako,2
ipinangangaral,1
ipinangaral,1
ipinangkain,1
ipinanglinis,1
ipinangsilip,1
ipinangsulat,1
ipinanukala,1
ipinanukalang,1
ipinapahayag,4
ipinapahid,2
ipinapahintulot,1
ipinapahiwatig,2
ipinapakita,13
ipinapalabas,2
ipinapalagay,6
ipinapaliwanag,2
ipinapangako,1
ipinapapalagay,1
ipinapasa,2
ipinapasok,1
ipinapasyal,1
ipinapayo,2
ipinaputok,1
ipinares,1
ipinasa,15
ipinasadya,1
ipinasisira,1
ipinaskil,5
ipinasok,3
ipinasya,9
ipinasyal,1
ipinatakbo,1
ipinatala,1
ipinatalastas,1
ipinatatawad,1
ipinataw,2
ipinatawag,4
ipinatong,2
ipinatuloy,1
ipinatupad,9
ipinatutupad,1
ipinawalangbisa,1
ipinayahag,1
ipinilit,3
ipinunla,1
ipinupunto,1
ipis,12
ipokresiya,1
ipokrita,1
ipokus,1
ipon,3
ipopost,3
ipost,1
ipresinta,1
ipronounce,1
ipruweba,1
ipukpok,1
ipunin,2
ipupuwesto,1
ipursigi,1
irally,1
iranyan,1
irasinn,1
irding,6
ireactivate,1
irebisa,1
irebyu,1
irefund,1
iregularidad,1
irekomenda,2
irekord,1
ireminisce,1
ireporma,1
ireport,4
irerefer,1
irerelease,1
irereport,1
irestrict,1
ireto,1
irevive,2
irfed,1
iringan,2
irita,1
iritang,1
irlandes,7
irpeel,1
irrawady,1
isaalangalang,17
isaanong,3
isaayos,2
isagad,1
isagawa,3
isagawang,1
isagot,1
isahang,1
isahin,1
isaisa,1
isaisang,5
isakahit,1
isakatuparan,2
isakay,1
isakripisyoibigay,1
isalba,2
isali,1
isalin,2
isalpak,1
isalpok,1
isama,11
isampa,1
isampal,1
isandal,1
isangag,1
isangaraw,2
isanggalang,1
isangiinasadyang,1
isangkatlo,1
isanglimahan,1
isanglinggong,1
isangspecies,1
isangtao,1
isangtuka,1
isantabi,1
isapalaran,1
isara,6
isarog,2
isasaalang,1
isasaalangalang,5
isasagawa,21
isasagot,2
isasahimpapawid,1
isasahog,1
isasailalim,2
isasakatuparan,2
isasakay,1
isasakto,1
isasalang,1
isasalin,2
isasama,5
isasara,1
isasauli,3
isatisa,5
isauli,5
isaw,2
isawsaw,1
isdang,8
isday,1
isend,2
isetupnetworking,1
isex,1
isfeling,1
ishar,1
ishe,1
ishigakiensis,2
ishigakijima,1
isigurado,1
isiguro,1
isinaad,4
isinaalang,1
isinaalangalang,6
isinabansa,1
isinagawa,13
isinagawang,2
isinahimpapawid,1
isinailalim,4
isinakdal,5
isinalarawan,2
isinalaysay,2
isinalin,2
isinaling,1
isinama,7
isinampa,10
isinangguni,2
isinangkap,1
isinangkot,1
isinantabi,1
isinapelikula,2
isinaplaka,1
isinapubliko,3
isinara,12
isinarado,1
isinarang,1
isinasaalangalang,2
isinasagawa,12
isinasagawang,2
isinasagitna,1
isinasama,1
isinasamo,1
isinasapelikula,1
isinasapubliko,1
isinasara,1
isinasaysay,1
isinatagalog,1
isinauli,2
isinayawsayaw,1
isinaysay,4
isindi,1
isingit,2
isingkronisa,1
isinilang,7
isinilbi,1
isiningit,3
isinisante,2
isinisi,1
isiniwalat,4
isinugod,5
isinuko,3
isinulat,22
isinulong,2
isinumbong,1
isinumite,3
isinumiteng,1
isinumpa,3
isinunod,1
isinusugal,1
isinusumbat,1
isipan,8
isipin,31
isiping,2
isisi,2
isisilbi,1
iskala,1
iskandalo,2
iskawt,2
iskedyul,4
iskinita,1
isko,1
iskolar,2
iskolarship,1
iskor,12
iskrab,1
iskrip,2
iskul,1
iskultura,5
iskuwad,2
iskuwela,1
iskwad,1
iskwater,1
iskwela,1
islamista,2
islang,4
islogan,1
ismile,1
isnab,1
isnabin,1
isng,1
isnow,2
isopora,1
ispada,1
ispadang,1
ispeling,4
ispesimen,2
isphan,1
ispiker,2
ispiradong,1
ispirituwalidad,1
ispiyang,1
ispoil,1
isponsor,1
isports,6
isportspanglalaki,1
israelilebanon,1
israeling,2
israeliswedish,1
israelita,6
israelitangmuslim,1
istado,1
istadyum,5
istak,3
istakmarket,1
istalk,1
istampid,4
istandar,1
istanding,1
istante,5
istarbak,1
istasyon,39
istasyong,3
istatistika,1
istayon,1
isterling,2
istetoskop,1
isteyk,2
isteyts,1
istiki,1
istilo,9
istilong,1
istorbihin,1
istorbo,1
istorbohin,3
istorya,25
istoryang,3
istraktura,5
istrayk,2
istrikto,1
istroberi,4
istrobering,3
istroyang,1
istruktura,5
istudyante,1
istudyanteng,1
istudyo,7
istupido,2
istura,1
isubo,1
isukat,1
isuko,2
isulat,27
isulong,6
isumbong,2
isumite,2
isummarize,1
isunod,2
isunulong,1
isuot,5
isurprise,1
isuspinde,1
isusubo,1
isusuggest,3
isusukli,1
isusuko,1
isusulat,2
isusulong,1
isusumite,1
isusuot,2
isyu,27
isyung,5
itaas,30
itaboy,1
itag,1
itagalog,1
itagilid,1
itago,12
itaguyod,4
itakin,1
itakwil,1
italiyano,1
italya,23
italyano,15
italyanong,3
itanapon,1
itanda,1
itanggi,3
itanong,14
itanyag,2
itapon,7
itartass,2
itataas,4
itatag,1
itatago,2
itatakda,1
itatakwil,1
itatala,1
itatalagang,1
itatampok,2
itatanggi,2
itatanghal,1
itatanim,3
itatanong,4
itatapal,1
itatayo,1
itawag,2
itayo,5
itayong,2
itetext,1
ithrita,4
itich,1
itigil,21
itik,2
itikom,1
itinaas,9
itinaboy,1
itinago,5
itinaguyod,3
itinakbo,1
itinakda,15
itinakdang,6
itinakuwil,4
itinala,5
itinalaga,10
itinalagang,1
itinali,1
itinambak,1
itinampok,4
itinanggi,22
itinangging,2
itinanggol,1
itinanghal,2
itinangi,1
itinanim,1
itinanong,2
itinapon,4
itinataas,1
itinatag,18
itinatago,3
itinatagong,1
itinatanda,1
itinatanggi,4
itinatanghal,1
itinatangi,3
itinatanging,1
itinatatag,1
itinatayo,1
itinawag,3
itinaya,1
itinayo,12
itinigil,11
itinitibok,1
itinugma,1
itinukoy,1
itinulak,3
itinuloy,6
itinuring,4
itinuro,3
itinurok,1
itinutuing,1
itinutulak,3
itinuturing,22
itinuturo,2
ititigil,4
ititinda,1
itiwalag,1
itlog,68
itnampok,1
itnan,1
itoan,1
itongito,1
itoy,89
itradein,3
itransmiti,1
itry,4
itsura,14
itubos,1
itukoy,1
itulak,1
itulog,1
ituloy,4
ituring,3
ituro,7
itusok,1
itutulog,1
itutuloy,7
ituturing,2
ituturo,4
itututlak,1
itutuwid,2
itwist,1
itzy,1
iulat,1
iuntog,1
iupgrade,2
iurong,2
iutos,1
iuulat,1
iuwi,1
iverify,1
ivler,1
ivorybilled,1
iwaksi,1
iwala,1
iwanan,18
iwanang,2
iwasan,14
iwasang,1
iwasiwas,2
iwinaksi,1
iyak,21
iyakin,1
iyan,227
iyang,16
iyay,1
iyo,212
iyog,1
iyon,464
iyoy,1
iyung,2
izek,1
izel,1
izero,1
izreel,1
j,13
jaasai,1
jabee,1
jacim,1
jackielyn,1
jadua,1
jaehyuk,1
jaehyun,1
jaemin,1
jahstell,1
jaipal,1
jaishemohammed,1
jajumbo,1
jakehoon,1
jakuzzi,1
jambyng,1
jamesassiniboia,1
jan,18
jandeux,1
jankara,1
janum,1
janzur,1
japat,1
japearl,1
japhia,1
japhias,1
jarban,1
jarchow,1
jarmuth,3
jashin,1
jattir,1
javaman,1
jayb,1
jayke,1
jaypogi,2
jaywon,1
jazer,1
jduval,1
jealyn,1
jeanjacques,1
jeanpierre,1
jebuseo,2
jedaias,3
jedpot,1
jeffcom,1
jehovanissi,1
jehul,1
jejemon,5
jempoy,1
jeongcheol,1
jeonghan,5
jeongin,1
jepay,1
jepslogs,1
jeralt,2
jerameel,1
jeremoth,1
jerryromano,1
jesem,1
jesua,2
jesucristo,4
jethla,1
jetjet,1
jhal,1
jhei,1
jheld,1
jhenna,2
jhera,1
jhoe,1
jhong,1
jhun,1
jhywey,1
jiashu,1
jiauhua,1
jihyo,1
jimin,2
jino,1
jinojombag,1
jinombag,1
jinsoul,1
jinsuk,1
jinyoung,2
jiphta,1
jisoo,1
jisung,5
jiwoong,1
jjcreative,1
jlrotfl,1
jmsobrang,1
joaqun,1
joas,1
jocdeam,1
jocteel,1
jogbaa,1
joiarib,2
jojoke,1
jojombag,1
joleon,1
jolina,1
jolits,1
jollibots,1
jolstad,3
jombagan,1
jonan,1
jonard,1
jongjong,1
jongwook,1
jorim,1
jorrgav,1
jorrgie,1
josslyn,1
jossrei,2
jotbatha,2
jounalists,1
journalista,1
jowa,23
jowain,1
jowang,1
jowawers,1
joycie,1
jtac,1
juanico,1
juanntamad,1
judaismo,2
juding,1
judio,3
judisyaryo,1
jumong,1
junakis,2
junard,1
jungkook,8
jungwon,5
jungwoo,1
junhao,1
junhui,1
junjun,1
jurisprudentialism,1
jusmiyo,1
justjude,2
jyp,1
k,12
kaaalis,1
kaabugabog,2
kaacclaan,1
kaaga,1
kaagad,31
kaagadagad,1
kaagapay,3
kaagaw,2
kaagnasan,1
kaakibat,2
kaakitakit,3
kaalam,1
kaalamalam,1
kaalaman,21
kaalamang,3
kaalangan,1
kaalinsabay,3
kaalinsunod,1
kaalyado,5
kaamuan,1
kaanak,2
kaangkupan,1
kaanib,6
kaanong,1
kaantok,1
kaanuano,2
kaanyo,1
kaaralan,2
kaarawan,32
kaartehan,2
kaawaan,2
kaaway,16
kaayaaya,1
kaayaayang,1
kaayon,1
kaayos,1
kaayusan,5
kababaangloob,1
kababae,1
kababaihan,34
kababaihang,2
kababalaghan,2
kababalaghang,1
kababalik,4
kababang,1
kababata,3
kababawan,2
kababayan,8
kabado,4
kabadong,1
kabag,5
kabagabagan,1
kabagi,1
kabahabahala,1
kabahagi,6
kabahan,3
kabahay,1
kabahayan,8
kabahaydrive,1
kabaitan,2
kabakas,1
kabaklaan,2
kabalastugan,1
kabaligtaran,3
kabaliktaran,1
kabalintunaan,2
kabaliwan,1
kabanalan,1
kabanata,11
kabang,2
kabankalan,1
kabanya,1
kabarkada,1
kabas,1
kabash,1
kabastusan,3
kabata,5
kabataan,42
kabataang,4
kabatch,3
kabatian,1
kabatiran,1
kabawasan,6
kabayaran,7
kabayo,32
kabayong,2
kabebe,1
kabibe,2
kabibeng,3
kabibili,1
kabigatan,3
kabiguan,6
kabiguang,2
kabihasnan,3
kabihasnang,2
kabikulan,1
kabilaang,1
kabilang,89
kabilangan,3
kabilay,1
kabilis,3
kabilugan,2
kabina,1
kabinete,1
kabisadao,1
kabisado,3
kabisahan,1
kabisang,1
kabisera,25
kabit,7
kabiyak,2
kableng,1
kabobohan,3
kabog,1
kaboses,1
kabubukas,1
kabuddy,1
kabuhayan,25
kabuhaybuhay,1
kabukiran,1
kabukod,5
kabuktutan,1
kabulaanang,1
kabulaklakan,1
kabuluhan,7
kabunang,1
kabundukan,3
kabundukang,2
kabuoang,5
kabute,1
kabuti,1
kabutihan,11
kabutihang,3
kabuuan,25
kabuuang,34
kabwiset,1
kachat,2
kadabuwan,1
kadahilanan,11
kadahilanang,4
kadakilaan,1
kadalagahan,1
kadalamhatian,1
kadalas,6
kadalasan,7
kadalasang,7
kadalisayan,1
kadalubhasaan,1
kadami,2
kadaming,3
kadamutan,1
kadaraan,1
kadate,1
kadaumaga,1
kademonyohan,1
kadete,4
kadikit,1
kadilim,1
kadiliman,4
kadudaduda,3
kadudadudang,2
kaduduluhang,2
kadugtong,1
kaduwagan,1
kaepektibo,1
kaepisyente,1
kafal,1
kafala,4
kagabebop,1
kagabi,47
kagabing,1
kagad,3
kagagahan,1
kagagawan,4
kagaguhan,3
kagalakan,3
kagalanggalang,5
kagalinagn,1
kagaling,1
kagalingan,3
kagamit,1
kagamitan,20
kagamitang,6
kaganapan,15
kaganapang,3
kaganda,2
kagandahan,13
kagandahang,2
kagandahangasal,1
kagandahangasalng,1
kagandahangloob,1
kagastusan,2
kagat,5
kagatan,1
kagatin,2
kagaw,1
kagawad,15
kagawaran,50
kagawarang,2
kagawian,1
kagaya,18
kagibaan,2
kagigil,1
kagigiliwan,1
kagigising,1
kagilagilalas,5
kagimik,1
kaginhawaan,3
kaginhawahan,1
kagipitan,12
kagising,1
kagitingan,5
kagitlaan,2
kagitna,1
kagrabe,1
kagrupo,2
kagubatan,30
kagulangan,1
kagulat,1
kaguluhan,27
kaguluhang,1
kagusto,1
kagustohan,1
kagustuhan,11
kagustuhang,4
kagutom,1
kagutuman,2
kagwapo,1
kagwapuhan,1
kagyat,3
kahaba,2
kahabaan,14
kahabagan,1
kahahabagan,1
kahaharapin,1
kahalaga,4
kahalagaan,1
kahalagahan,51
kahalagahang,1
kahalayan,1
kahalihalina,1
kahalili,3
kahaliling,1
kahalintulad,3
kahalong,1
kahalumigmigan,2
kahambugan,1
kahandaan,1
kahanga,1
kahangahanga,5
kahangahangang,8
kahangalan,2
kahangga,1
kahanggang,1
kahantungan,1
kahapon,186
kahapong,2
kaharap,3
kaharian,13
kahatulan,3
kahawig,13
kahayahang,1
kaherang,1
kahibangan,1
kahig,4
kahigpitan,1
kahihinatnan,2
kahihinto,1
kahihiya,1
kahihiyan,12
kahilera,1
kahiligan,2
kahilingan,20
kahilingang,2
kahinaan,7
kahinahinala,1
kahinahinalang,4
kahindikhindik,3
kahirap,1
kahirapan,22
kahirapang,2
kahiwalay,2
kahiya,4
kahiyaan,1
kahon,50
kahong,2
kahoy,23
kahoylangis,1
kahulihuli,1
kahulihulihan,1
kahulihulihang,1
kahulihuling,2
kahulugan,100
kahusayan,4
kaiakailangan,1
kaibagan,1
kaibahan,24
kaibhan,6
kaibig,1
kaibigang,12
kaibigin,1
kaidad,1
kaigiban,1
kaiisip,1
kailaliman,5
kailalimang,1
kailanagang,1
kailanang,1
kailangang,118
kailangangkailangan,1
kailanganin,3
kailanganing,1
kailanman,31
kainamang,1
kainan,7
kainauukulang,1
kaingatan,1
kainin,26
kainis,5
kainit,3
kainitan,1
kainlove,1
kainsikan,2
kainuman,2
kairita,3
kaisaisa,1
kaisaisahang,3
kaisaisang,7
kaisang,1
kaisipan,10
kaistorya,1
kakaalis,2
kakaaliw,1
kakaayos,1
kakababa,1
kakabahan,2
kakabili,1
kakabitan,3
kakabreak,1
kakabreakdown,1
kakabunot,3
kakaclone,1
kakagaling,1
kakagatin,1
kakagigil,2
kakagising,6
kakahanap,1
kakahayang,1
kakahintay,1
kakahiya,3
kakahuyan,7
kakaiba,19
kakaibang,11
kakailanganin,10
kakailanganing,1
kakain,22
kakainin,9
kakainis,4
kakainstall,1
kakainteract,1
kakaisip,5
kakaiyot,1
kakakain,2
kakakape,1
kakakulit,1
kakalabanin,2
kakalabasan,2
kakaladkarin,1
kakalaglag,1
kakalakad,4
kakalampagin,1
kakalatkalat,1
kakaligo,1
kakalimutan,4
kakalimutang,2
kakalinis,1
kakalipat,1
kakalma,1
kakalogin,1
kakambal,3
kakampe,1
kakampi,9
kakampink,1
kakampinkong,1
kakampinks,4
kakanan,1
kakandidato,1
kakangiti,1
kakanin,6
kakanood,1
kakantahan,2
kakantahin,2
kakaopen,1
kakapagod,1
kakapalan,2
kakapanayamin,1
kakapasok,1
kakapitan,1
kakapkap,1
kakaposer,1
kakapusan,1
kakapusanay,1
kakarating,1
kakareceive,1
kakarmahin,1
kakasahod,1
kakasakit,1
kakasigaw,2
kakasugod,1
kakasuhan,4
kakasya,1
kakatamad,1
kakatapos,3
kakatawa,2
kakatawan,3
kakatayin,1
kakataying,1
kakatok,4
kakatulog,1
kakatuwang,1
kakaumay,1
kakauninstall,2
kakaunti,12
kakaunting,8
kakaupload,1
kakausapin,4
kakawithdraw,1
kakayahan,15
kakayahang,7
kakayan,1
kakayanan,10
kakayanang,3
kakayanin,5
kakikindat,1
kakikitaan,1
kakilabot,1
kakilabotkilabot,1
kakilakilabot,2
kakilala,12
kakitid,1
kaklase,9
kakompetensya,3
kakosa,12
kakulangan,30
kakulay,1
kakulitan,1
kakumpetensya,3
kakumpitensya,1
kakumpitensyang,2
kakupalan,2
kakwarto,1
kalaban,34
kalabang,6
kalabanlaban,2
kalabasa,2
kalabaw,2
kalabisan,1
kalabisang,1
kalabit,2
kalagayan,60
kalagayang,4
kalagimlagim,1
kalagitnaan,28
kalagitnaang,1
kalahatan,3
kalahatang,3
kalahati,43
kalahating,36
kalahok,6
kalakal,7
kalakalan,17
kalakalang,4
kalakalpanluwas,2
kalakaran,2
kalakas,4
kalakasan,5
kalakasang,2
kalakhan,4
kalakhang,9
kalaki,4
kalakihan,1
kalakip,8
kalala,1
kalalabasan,3
kalalakihan,11
kalalaman,1
kalalampas,1
kalalampaso,2
kalalasan,1
kalalim,2
kalaliman,2
kalamangan,3
kalamansi,7
kalamay,9
kalamidad,5
kalamnan,1
kalandian,3
kalang,2
kalangitan,2
kalapastanganan,1
kalapati,16
kalapating,1
kalapit,17
kalapitan,2
kalapitbahay,1
kalaro,2
kalaswaan,2
kalatagan,1
kalaunan,23
kalaunay,1
kalawak,2
kalawakan,27
kalawakang,3
kalawang,4
kalayaan,53
kalayaang,1
kalayan,1
kalayawan,1
kalayo,5
kalayuan,2
kalayuang,1
kalbaryo,1
kalbo,3
kaldereta,1
kalderetang,4
kaldero,4
kalderong,1
kalebel,1
kalendaryo,1
kalendaryong,1
kalentong,1
kalesa,15
kalgoorie,1
kalgoorlieboulder,1
kalib,4
kalibog,1
kalibre,2
kalibuhang,1
kalidad,14
kalidoskopyo,1
kaligayahan,15
kaligiran,5
kaligrapiya,11
kaligtaan,1
kaligtas,1
kaligtasan,47
kaligtasang,3
kalihim,44
kalihimheneral,1
kaliitliitang,1
kalikasan,52
kalikasang,2
kalikuan,2
kalilinis,2
kalilipat,1
kalimit,1
kalimitan,6
kalimitang,19
kalimutan,13
kalimutang,6
kalingain,1
kalingkigan,1
kalingkingan,1
kalinisan,3
kalinya,1
kaliporniya,1
kalipornya,3
kalipunan,7
kaliskis,4
kaliwa,15
kaliwanagan,1
kaliwang,14
kaliwat,2
kalix,1
kalkalin,1
kalkulasyon,1
kalmado,3
kalmadong,1
kalmahan,4
kalmante,1
kaloka,1
kalokohan,10
kalokohang,4
kalomperovic,1
kaloob,5
kalooban,6
kalooblooban,1
kalookan,1
kalooklookan,1
kalori,1
kalsada,41
kalsadang,1
kalugar,1
kaluguran,2
kaluluwa,12
kaluluway,1
kalungkot,1
kalungkutan,4
kalunoslunos,2
kalunus,1
kalunuslunos,1
kalupaan,10
kalupaang,2
kalupitan,5
kalupkop,1
kalupunan,1
kalurks,1
kalusugan,87
kalusugang,4
kalutasan,1
kaluwagan,2
kaluwalhatian,4
kaluwalhatiang,1
kalyeng,1
kalyet,1
kamag,2
kamaganak,16
kamahalan,3
kamahalang,1
kamakailan,47
kamakailang,12
kamakailanlamang,1
kamakalawa,1
kamakalilang,1
kamalasan,6
kamalayan,10
kamalaymalay,1
kamalian,5
kamalig,2
kamalisyosahan,1
kamaluddin,1
kamandag,1
kamanghamangha,2
kamanghamanghang,1
kamangmangan,3
kamanyakan,1
kamao,1
kamapanya,1
kamarang,1
kamarero,1
kamatayan,85
kamatayang,3
kamatis,10
kamatsile,3
kamatsili,12
kamayan,1
kamayin,1
kambal,17
kambalkatinig,1
kambeng,1
kambing,28
kambryan,1
kameng,1
kamerang,2
kamipaano,1
kamiseta,5
kamisetang,1
kamiy,10
kamot,1
kamote,4
kampana,3
kampante,2
kampanya,44
kampanyan,1
kampanyang,5
kampas,1
kampeon,9
kampeonato,12
kamperenz,1
kamphidennnssz,1
kampiyon,1
kampon,1
kamuka,1
kamukha,12
kamukhangkamukha,1
kamunduhang,1
kamuntik,2
kamusmosan,1
kamusta,17
kamustahin,2
kamutin,2
kamuwangmuwang,1
kamyas,1
kamynin,1
kana,10
kanaday,1
kanadians,1
kanaisnais,2
kanaman,1
kananayan,1
kanang,19
kananlumiko,1
kananpakanan,1
kanaway,2
kanayunan,1
kanbas,1
kandado,2
kandelabra,1
kandidado,2
kandidata,2
kandidato,60
kandidatong,6
kandidatura,2
kandila,7
kanela,4
kang,268
kangen,1
kaniadto,1
kanibalismo,1
kanikanilang,9
kanikaniyang,1
kanilangang,1
kanilay,4
kanilkang,1
kaninag,1
kaninang,21
kaning,1
kaningningan,1
kanino,14
kaninong,6
kaninuman,1
kaninumang,1
kaniya,75
kaniyakaniya,1
kaniyang,351
kaniyay,2
kanlaon,1
kanlulang,1
kanlungan,1
kanluran,30
kanlurang,31
kanluranhilagang,1
kanluranin,3
kanluraning,2
kanluraningestilo,1
kannes,1
kanselado,3
kanselahin,4
kanselasyon,1
kanselor,4
kanser,20
kantahan,1
kantahin,3
kantang,10
kantot,3
kantutan,2
kanyakanya,2
kanyakanyang,2
kanyamas,1
kanyay,2
kaonon,1
kaonting,1
kaopinyon,1
kapaaranan,1
kapabanin,1
kapabayaan,8
kapabilidad,1
kapagm,1
kapagod,3
kapahamakan,4
kapahayagan,2
kapahintulutan,3
kapaitan,1
kapaitpaitan,1
kapakanan,6
kapakinabangan,5
kapakipakinabang,3
kapal,18
kapalaran,12
kapaligiran,37
kapalit,17
kapalpakan,1
kapamahalaang,1
kapampangan,7
kapanabayan,1
kapanahunan,4
kapanalig,1
kapananampalataya,1
kapanatagan,1
kapanayamin,1
kapang,3
kapangalan,1
kapanganak,1
kapanganakan,4
kapanggapan,3
kapanggapn,1
kapangitan,1
kapangkat,1
kapanglawan,1
kapangyarihan,47
kapangyarihang,7
kapanhunan,1
kapanig,1
kapanipaniwala,6
kapanipaniwalang,3
kapansanan,7
kapansin,1
kapansinpansin,5
kapansinpansing,2
kapapalabas,1
kaparaanan,5
kaparaanang,1
kaparangan,1
kapararakan,1
kapareha,2
kapareho,10
kaparehong,12
kaparis,1
kapartido,1
kapartner,1
kaparusahan,3
kapasidad,9
kapasiyahang,1
kapaskuhan,1
kapasyahan,4
kapat,2
kapatagan,2
kapatawaran,3
kapatawarang,1
kapatid,149
kapatiran,2
kapatirang,8
kapayapaan,38
kapehan,1
kapeng,3
kaperahan,1
kapeterya,5
kapetirya,2
kapex,1
kapighatian,2
kapihan,6
kapilas,1
kapilyang,1
kapinsalaan,2
kapinsalaang,1
kapintasan,2
kapirasong,3
kapis,1
kapisanan,6
kapistahan,5
kapitalista,3
kapitalistang,1
kapitbahay,30
kapitbahayan,8
kapitbayan,1
kapitolyo,6
kapittuko,1
kapkapan,1
kaplastikan,1
kapm,1
kapogian,1
kapogihan,1
kapos,6
kapote,1
kapritso,1
kapsalis,1
kapsula,2
kapulis,2
kapulisan,11
kapulong,1
kapuluan,2
kapuluang,2
kapulungan,28
kapulungang,4
kapunan,1
kapunapuna,1
kapurihan,1
kapuripuri,1
kapuso,2
kaputanginahan,1
kapuwa,4
kapwa,57
kapwadirektor,1
karagatan,40
karagatang,12
karagdagan,30
karagdagang,54
karahasahan,1
karahasan,22
karahasang,1
karakol,1
karamay,1
karamdaman,5
karamihan,85
karamihang,9
karamihay,1
karaming,7
karampatang,3
karanansan,1
karanasan,26
karanasang,2
karanasangbaril,1
karangalan,4
karanganyar,1
karaniwan,14
karaniwang,81
karaokehan,1
karapatan,63
karapatang,54
karapatangmaglathala,2
karapatdapat,10
kararating,1
karatig,4
karatigbayan,2
karatigpook,1
karatula,1
karawahe,1
karayom,1
kardbord,1
kardyobaskyular,1
kareara,1
kareka,1
karekare,3
karelasyon,2
karenia,1
karera,73
karerahan,3
karerang,5
karereen,1
karerista,1
karga,5
kargada,3
kargado,1
kargadong,1
kargahan,4
kargahang,1
kargamento,8
kargamentong,1
kargang,3
kargong,3
karibal,2
karikatura,2
karinderya,1
karir,1
karismatik,1
karlodatu,1
karmahin,1
karnabal,1
karne,27
karneng,5
karnibal,2
karong,1
karot,2
karpachyov,2
karpet,1
karpintero,3
karpinteroy,1
kartero,5
karugtong,3
karukhaan,1
karumal,1
karumaldumal,5
karumihan,2
karunungan,13
karupukan,2
karuwahe,1
karwahe,3
karylle,1
kasaba,1
kasabang,3
kasabay,16
kasabihan,2
kasabihang,1
kasabwat,2
kasaganaan,4
kasagsagang,1
kasagutan,6
kasakdalan,1
kasakiman,1
kasakit,1
kasakitan,1
kasalan,4
kasalanan,77
kasalanang,8
kasalatan,5
kasalay,1
kasali,13
kasaling,1
kasalukuyan,48
kasalukuyang,107
kasalungat,8
kasamaan,9
kasamaang,2
kasamahan,12
kasamahang,3
kasamang,28
kasamangtagasulat,1
kasamasama,1
kasambahay,11
kasanayan,8
kasanayay,1
kasangayon,2
kasangguni,3
kasangkapan,8
kasangkapang,3
kasangkot,12
kasapatan,1
kasapi,24
kasarian,15
kasariang,2
kasarinlan,13
kasariwaan,1
kasasabi,3
kasasyon,1
kasawa,2
kasawiang,1
kasaya,2
kasaysayan,97
kaseguraduhan,1
kaseguruhan,1
kaseryosohan,1
kaseselos,1
kasibulan,1
kasidhian,1
kasigasigan,1
kasiguraduhan,2
kasiguruhan,4
kasiguruhang,1
kasikatan,6
kasimbaba,1
kasimbilis,1
kasimple,1
kasimputla,1
kasindami,1
kasing,45
kasingdalas,1
kasingdami,2
kasingedad,1
kasinggaling,1
kasingganda,1
kasinghalaga,1
kasinginteresante,1
kasingkahulugan,1
kasingkuripot,1
kasinglaki,1
kasingsanay,1
kasingsaya,1
kasingtaas,1
kasingtoxic,1
kasingyaman,1
kasinlamig,1
kasintahan,23
kasintahang,3
kasintanda,2
kasintigas,2
kasinungalingan,3
kasinungalingansa,1
kasipagan,6
kasiraan,2
kasisimula,1
kasita,2
kasiya,2
kasiyahan,15
kasiyasiya,1
kaskaserong,1
kasong,32
kasosyo,11
kasosyong,1
kasoy,2
kastila,21
kastilain,1
kastilay,1
kastilyo,114
kastilyong,3
kastiylo,2
kasuhan,4
kasuhang,1
kasukasuan,1
kasukat,1
kasuklamsuklam,2
kasulatan,4
kasundo,4
kasunduan,74
kasunduang,4
kasunod,48
kasuotan,1
kasupladahan,1
kasustansya,1
kasusunod,1
kasuutan,1
kasuy,1
kasuyo,1
kasya,13
kataaastaasang,1
kataas,4
kataasan,3
kataastaasan,1
kataastaasang,13
kataastaasanh,1
katabaan,1
katabi,15
katabing,3
katad,1
kataga,1
katagal,36
katagalugan,2
katagang,1
katagumpayan,3
katahimikan,12
katakami,1
katakataka,1
katakatakang,1
katakottakot,1
kataksilan,1
katakutan,2
katakuttakot,1
katalinuan,1
katalinuhan,11
katalista,1
katalogo,1
katalunan,1
katamad,3
katamaran,4
katambal,2
katamis,1
katamtaman,9
katamtamang,12
katanda,3
katandaan,1
katangahan,7
katangang,1
katanggap,1
katanggaptangap,2
katanggaptanggap,6
katangi,2
katangian,22
katangiang,2
katangitanging,2
katanugan,1
katanungan,19
katanungang,1
katanyagan,2
katao,72
kataong,3
katapangan,3
katapat,3
katapatan,4
katapos,1
katapusan,39
katapusang,1
katarungan,9
katastrope,1
katatagan,3
katatanggap,1
katatanghalian,2
katatapos,6
katatawa,1
katatawag,1
katatawanang,1
katatlohang,1
katauhan,12
katawa,2
katawagan,3
katawan,172
katawang,3
katawatawang,1
katayauan,1
katayuan,9
katayuang,1
kateam,1
katedral,5
kategorya,8
kategoryang,5
katergoya,1
katext,1
kathang,1
kathangisip,2
katibay,1
katibayan,15
katibayang,2
katigasan,1
katigayan,1
katigiltigil,1
katikayakan,1
katimugang,6
katingkati,2
katinig,3
katinko,1
katinuan,1
katipon,1
katipunera,1
katipunero,6
katitila,1
katiting,1
katiwa,1
katiwala,3
